Index,car & license plates img,license plates in txt,vehicle type,vehicle model & other info
1330,"['https://img03.platesmania.com/211028/m/17844097.jpg', 'https://img03.platesmania.com/211028/inf/17844097e5be8f.png']",10 H 933 RA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Tashkent region']"
1331,"['https://img03.platesmania.com/211028/m/17844086.jpg', 'https://img03.platesmania.com/211028/inf/17844086245aed.png']",10 F 003 PA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Tashkent region']"
1332,"['https://img03.platesmania.com/211028/m/17844079.jpg', 'https://img03.platesmania.com/211028/inf/17844079421b14.png']",10 J 500 WA,Chevrolet Damas,['Tashkent region']
1333,"['https://img03.platesmania.com/211028/m/17844074.jpg', 'https://img03.platesmania.com/211028/inf/178440744c0ef7.png']",10 Z 111 SA,Chevrolet Tracker,"['3rd gen (U200), facelift, 2017-2022', 'Tashkent region']"
1334,"['https://img03.platesmania.com/211028/m/17844066.jpg', 'https://img03.platesmania.com/211028/inf/17844066b0daff.png']",10 D 010 SA,Chevrolet Lacetti,['Tashkent region']
1335,"['https://img03.platesmania.com/211028/m/17844052.jpg', 'https://img03.platesmania.com/211028/inf/17844052bd2d74.png']",10 Z 500 TA,Lada (VAZ) Vesta,"['Cross Sedan (GFL), 2018–2022', 'Tashkent region']"
1336,"['https://img03.platesmania.com/211028/m/17843976.jpg', 'https://img03.platesmania.com/211028/inf/1784397658b49b.png']",10 F 400 WA,Chevrolet Lacetti,['Tashkent region']
1337,"['https://img03.platesmania.com/211028/m/17843973.jpg', 'https://img03.platesmania.com/211028/inf/17843973058b67.png']",10 U 008 SA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Tashkent region']"
1338,"['https://img03.platesmania.com/211028/m/17843968.jpg', 'https://img03.platesmania.com/211028/inf/17843968023b1e.png']",10 F 222 SA,Chevrolet Lacetti,['Tashkent region']
1339,"['https://img03.platesmania.com/211028/m/17843963.jpg', 'https://img03.platesmania.com/211028/inf/178439638dece6.png']",10 S 333 VA,Chevrolet Spark,"['3rd gen (M300), 2009–2017 (–present for CIS-market)', 'Tashkent region']"
1340,"['https://img03.platesmania.com/211026/m/17830339.jpg', 'https://img03.platesmania.com/211026/inf/1783033975394e.png']",10 R 275 MA,Chevrolet Nexia,"['1st gen, 2008–2016', 'Tashkent region']"
1341,"['https://img03.platesmania.com/211025/m/17823476.jpg', 'https://img03.platesmania.com/211025/inf/17823476232134.png']",01 L 815 JB,Hyundai Tucson,"['3rd gen (TL), 2015–2020', 'Tashkent region']"
1342,"['https://img03.platesmania.com/211025/m/17823464.jpg', 'https://img03.platesmania.com/211025/inf/17823464f7f65d.png']",01 E 050 LB,Hyundai Santa Fe,['Tashkent region']
1343,"['https://img03.platesmania.com/211023/m/17808060.jpg', 'https://img03.platesmania.com/211023/inf/1780806018b134.png']",01 Z 537 GA,Toyota Camry,['Tashkent']
1344,"['https://img03.platesmania.com/211023/m/17808043.jpg', 'https://img03.platesmania.com/211023/inf/1780804372ec3e.png']",90 Q 639 NA,Mercedes-Benz C-Klasse,"['2nd gen Sedan (W203), 2000–2007', 'Tashkent']"
1345,"['https://img03.platesmania.com/211023/m/17808037.jpg', 'https://img03.platesmania.com/211023/inf/178080379c504e.png']",01 X 579 NB,Skoda Kodiaq,"['1st gen, 2016–2021', 'Tashkent']"
1346,"['https://img03.platesmania.com/211023/m/17808031.jpg', 'https://img03.platesmania.com/211023/inf/178080314cf91e.png']",01 A 731 LB,Audi A6,"['4th gen Sedan (C7; 4G), 2011–2018', 'Tashkent']"
1347,"['https://img03.platesmania.com/211023/m/17808001.jpg', 'https://img03.platesmania.com/211023/inf/17808001b25e6f.png']",75 B 004 AA,Chevrolet Lacetti,['Tashkent']
1348,"['https://img03.platesmania.com/211023/m/17807986.jpg', 'https://img03.platesmania.com/211023/inf/17807986378530.png']",01 B 310 QB,Ravon Matiz,['Tashkent']
1349,"['https://img03.platesmania.com/211023/m/17807978.jpg', 'https://img03.platesmania.com/211023/inf/17807978233f0d.png']",20 R 783 EA,Chevrolet Lacetti,['Tashkent']
1350,"['https://img03.platesmania.com/211023/m/17807975.jpg', 'https://img03.platesmania.com/211023/inf/1780797554b601.png']",25 Q 825 GA,Chevrolet Nexia,"['1st gen, 2008–2016', 'Tashkent region']"
1351,"['https://img03.platesmania.com/211023/m/17807958.jpg', 'https://img03.platesmania.com/211023/inf/178079580f2f51.png']",75 Q 177 AA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Tashkent region']"
1352,"['https://img03.platesmania.com/211023/m/17807926.jpg', 'https://img03.platesmania.com/211023/inf/17807926a57f2a.png']",10 Z 224 AA,Daewoo Nexia,"['1st gen, 1994-2008', 'Tashkent region']"
1353,"['https://img03.platesmania.com/211023/m/17807911.jpg', 'https://img03.platesmania.com/211023/inf/17807911f1ea4d.png']",10 U 110 AA,Chevrolet Lacetti,['Tashkent region']
1354,"['https://img03.platesmania.com/211023/m/17807902.jpg', 'https://img03.platesmania.com/211023/inf/178079023b09f0.png']",75 U 547 NA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Tashkent region']"
1355,"['https://img03.platesmania.com/211023/m/17807876.jpg', 'https://img03.platesmania.com/211023/inf/17807876e85f7b.png']",01 O 830 AA,Daewoo Matiz,['Tashkent region']
1356,"['https://img03.platesmania.com/211010/m/17718548.jpg', 'https://img03.platesmania.com/211010/inf/1771854880975d.png']",10 Y 300 QA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Tashkent region']"
1357,"['https://img03.platesmania.com/211010/m/17718545.jpg', 'https://img03.platesmania.com/211010/inf/17718545a90371.png']",50 J 009 QA,Ravon Gentra,['Tashkent region']
1358,"['https://img03.platesmania.com/211010/m/17718542.jpg', 'https://img03.platesmania.com/211010/inf/177185424454b2.png']",10 J 444 QA,Chevrolet Damas,['Tashkent region']
1359,"['https://img03.platesmania.com/211010/m/17718539.jpg', 'https://img03.platesmania.com/211010/inf/177185392e7fc0.png']",10 U 111 VA,Chevrolet Lacetti,['Tashkent region']
1360,"['https://img03.platesmania.com/211010/m/17718538.jpg', 'https://img03.platesmania.com/211010/inf/17718538bb0936.png']",10 X 100 SA,Chevrolet Spark,"['3rd gen (M300), 2009–2017 (–present for CIS-market)', 'Tashkent region']"
1361,"['https://img03.platesmania.com/211010/m/17718536.jpg', 'https://img03.platesmania.com/211010/inf/17718536d5ee01.png']",10 P 900 AA,Chevrolet Lacetti,['Tashkent region']
1362,"['https://img03.platesmania.com/211010/m/17718534.jpg', 'https://img03.platesmania.com/211010/inf/1771853450d6ca.png']",10 R 500 OA,Chevrolet Spark,"['3rd gen (M300), 2009–2017 (–present for CIS-market)', 'Tashkent region']"
1363,"['https://img03.platesmania.com/211010/m/17718334.jpg', 'https://img03.platesmania.com/211010/inf/17718334450ef8.png']",10 H 275 RA,Chevrolet Damas,['Tashkent region']
1364,"['https://img03.platesmania.com/211010/m/17718325.jpg', 'https://img03.platesmania.com/211010/inf/1771832578b4bd.png']",10 H 235 RA,Chevrolet Spark,"['3rd gen (M300), 2009–2017 (–present for CIS-market)', 'Tashkent region']"
1365,"['https://img03.platesmania.com/211005/m/17681697.jpg', 'https://img03.platesmania.com/211005/inf/17681697789849.png']",10 K 111 UA,Chevrolet Lacetti,['Tashkent region']
1366,"['https://img03.platesmania.com/211005/m/17681692.jpg', 'https://img03.platesmania.com/211005/inf/17681692156a28.png']",10 P 030 AA,Chevrolet Lacetti,['Tashkent region']
1367,"['https://img03.platesmania.com/210930/m/17647230.jpg', 'https://img03.platesmania.com/210930/inf/17647230879062.png']",01 E 340 BA,Daewoo Matiz,['Tashkent']
1368,"['https://img03.platesmania.com/210930/m/17647207.jpg', 'https://img03.platesmania.com/210930/inf/1764720762c350.png']",10 P 770 DA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Tashkent region']"
1369,"['https://img03.platesmania.com/210930/m/17647198.jpg', 'https://img03.platesmania.com/210930/inf/1764719819b09d.png']",10 P 770 JA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Tashkent region']"
1370,"['https://img03.platesmania.com/210930/m/17647173.jpg', 'https://img03.platesmania.com/210930/inf/17647173b2b2b7.png']",10 X 020 LA,Chevrolet Nexia,"['2nd gen (T250), 2016–', 'Tashkent']"
1371,"['https://img03.platesmania.com/210930/m/17647163.jpg', 'https://img03.platesmania.com/210930/inf/176471631b69bd.png']",10 J 030 KA,Chevrolet Spark,"['3rd gen (M300), 2009–2017 (–present for CIS-market)', 'Tashkent']"
1372,"['https://img03.platesmania.com/210930/m/17647160.jpg', 'https://img03.platesmania.com/210930/inf/17647160266af7.png']",01 O 711 AB,Chevrolet Nexia,"['2nd gen (T250), 2016–', 'Tashkent']"
1373,"['https://img03.platesmania.com/210930/m/17647110.jpg', 'https://img03.platesmania.com/210930/inf/17647110ef1715.png']",01 P 999 AA,Chevrolet Lacetti,['Tashkent']
1374,"['https://img03.platesmania.com/210928/m/17634722.jpg', 'https://img03.platesmania.com/210928/inf/1763472282b91a.png']",50 E 563 SA,Chevrolet Lacetti,['Tashkent']
1375,"['https://img03.platesmania.com/210922/m/17597100.jpg', 'https://img03.platesmania.com/210922/inf/175971008353ee.png']",10 B 100 AA,Chevrolet Lacetti,['Tashkent']
1376,"['https://img03.platesmania.com/210921/m/17587970.jpg', 'https://img03.platesmania.com/210921/inf/17587970ddccac.png']",01 J 555 KA,Audi e-tron,"['Sportback, 2020–', 'Tashkent region']"
1377,"['https://img03.platesmania.com/210915/m/17543230.jpg', 'https://img03.platesmania.com/210915/inf/175432304491f7.png']",10 X 145 JA,Avia ,['Tashkent region']
1378,"['https://img03.platesmania.com/210915/m/17543204.jpg', 'https://img03.platesmania.com/210915/inf/175432042fdf13.png']",01 M 707 NB,Chevrolet Malibu,"['6th gen, 2016–', 'Tashkent']"
1379,"['https://img03.platesmania.com/210915/m/17543199.jpg', 'https://img03.platesmania.com/210915/inf/17543199461c82.png']",01 K 009 AB,Chevrolet Epica,['Tashkent region']
1380,"['https://img03.platesmania.com/210915/m/17543193.jpg', 'https://img03.platesmania.com/210915/inf/1754319367fcc4.png']",10 D 666 VA,Chevrolet Lacetti,['Tashkent region']
1381,"['https://img03.platesmania.com/210912/m/17520687.jpg', 'https://img03.platesmania.com/210912/inf/17520687371384.png']",10 R 777 QA,Lada (VAZ) 2101,"['21011/21013 (1974–1988)', 'Tashkent region']"
1382,"['https://img03.platesmania.com/210912/m/17520682.jpg', 'https://img03.platesmania.com/210912/inf/1752068286debb.png']",01 E 010 PB,Chevrolet Captiva,['Tashkent region']
1383,"['https://img03.platesmania.com/210910/m/17511256.jpg', 'https://img03.platesmania.com/210910/inf/17511256931375.png']",10 O 221 OA,Land Rover Range Rover Sport,"['1st gen (L320), 2005–2013', 'Tashkent region']"
1384,"['https://img03.platesmania.com/210910/m/17505951.jpg', 'https://img03.platesmania.com/210910/inf/175059516c8b27.png']",01 H 707 BA,Chevrolet Malibu,"['6th gen, 2016–', 'Tashkent 20 000 фото в узбекской галерее.']"
1385,"['https://img03.platesmania.com/210905/m/17474862.jpg', 'https://img03.platesmania.com/210905/inf/174748623b24b9.png']",10 Z 030 AA,GAZ 24 Волга,"['24(-01/07) Sedan, 1969–1985', 'Tashkent region']"
1386,"['https://img03.platesmania.com/210905/m/17474835.jpg', 'https://img03.platesmania.com/210905/inf/17474835868344.png']",01 X 822 AA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Tashkent']"
1387,"['https://img03.platesmania.com/210903/m/17460145.jpg', 'https://img03.platesmania.com/210903/inf/1746014506b7f1.png']",01 F 999 JB,Mercedes-Benz S-Klasse,"['7th gen (V221/W221), 2005–2013', 'Maybach Tashkent region']"
1388,"['https://img03.platesmania.com/210903/m/17460096.jpg', 'https://img03.platesmania.com/210903/inf/1746009610be24.png']",01 N 700 BA,Chevrolet Lacetti,['Tashkent']
1389,"['https://img03.platesmania.com/210903/m/17460053.jpg', 'https://img03.platesmania.com/210903/inf/17460053a0b4c4.png']",01 Q 255 XA,Chevrolet Lacetti,['Tashkent']
1390,"['https://img03.platesmania.com/210903/m/17458082.jpg', 'https://img03.platesmania.com/210903/inf/1745808281c346.png']",01 B 511 BB,Chevrolet Lacetti,['Tashkent']
1391,"['https://img03.platesmania.com/210903/m/17455433.jpg', 'https://img03.platesmania.com/210903/inf/17455433ee71a0.png']",90 O 700 NA,Chevrolet Lacetti,['Tashkent']
1392,"['https://img03.platesmania.com/210902/m/17451070.jpg', 'https://img03.platesmania.com/210902/inf/174510702b4b6e.png']",10 H 011 RA,Chevrolet Lacetti,['Tashkent']
1393,"['https://img03.platesmania.com/210831/m/17435700.jpg', 'https://img03.platesmania.com/210831/inf/17435700e8b513.png']",01 B 012 BB,Chevrolet Malibu,"['6th gen, 2016–', 'Tashkent']"
1394,"['https://img03.platesmania.com/210828/m/17411236.jpg', 'https://img03.platesmania.com/210828/inf/174112367b1131.png']",10 E 991 MA,Lada (VAZ) 2103,['Tashkent region']
1395,"['https://img03.platesmania.com/210828/m/17410335.jpg', 'https://img03.platesmania.com/210828/inf/1741033501de58.png']",10 P 666 AA,Chevrolet Lacetti,['Tashkent region']
1396,"['https://img03.platesmania.com/210828/m/17410333.jpg', 'https://img03.platesmania.com/210828/inf/17410333d3bb34.png']",60 H 666 RA,Chevrolet Lacetti,['Tashkent region']
1397,"['https://img03.platesmania.com/210828/m/17410331.jpg', 'https://img03.platesmania.com/210828/inf/17410331ed1d30.png']",10 K 900 SA,Chevrolet Spark,"['3rd gen (M300), 2009–2017 (–present for CIS-market)', 'Tashkent region']"
1398,"['https://img03.platesmania.com/210828/m/17410330.jpg', 'https://img03.platesmania.com/210828/inf/174103306d7396.png']",10 E 500 TA,Chevrolet Nexia,"['2nd gen (T250), 2016–', 'Tashkent region']"
1399,"['https://img03.platesmania.com/210828/m/17410326.jpg', 'https://img03.platesmania.com/210828/inf/17410326b45453.png']",01 B 943 BB,Daewoo Labo,['Tashkent']
1400,"['https://img03.platesmania.com/210825/m/17389550.jpg', 'https://img03.platesmania.com/210825/inf/173895501e697d.png']",10 V 010 NA,Chevrolet Nexia,"['1st gen, 2008–2016', 'Tashkent']"
1401,"['https://img03.platesmania.com/210825/m/17389548.jpg', 'https://img03.platesmania.com/210825/inf/17389548ba8422.png']",01 D 010 BB,Chevrolet Lacetti,['Tashkent']
1402,"['https://img03.platesmania.com/210825/m/17389542.jpg', 'https://img03.platesmania.com/210825/inf/1738954209226c.png']",10 L 600 CA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Tashkent']"
1403,"['https://img03.platesmania.com/210825/m/17389539.jpg', 'https://img03.platesmania.com/210825/inf/17389539e7dd5d.png']",01 P 009 HA,Chevrolet Lacetti,['Tashkent']
1404,"['https://img03.platesmania.com/210825/m/17389534.jpg', 'https://img03.platesmania.com/210825/inf/1738953412b591.png']",10 O 800 PA,Chevrolet Damas,['Tashkent']
1405,"['https://img03.platesmania.com/210824/m/17387100.jpg', 'https://img03.platesmania.com/210824/inf/173871003cbada.png']",10 G 894 SA,Golden Dragon XML6532,['Tashkent region']
1406,"['https://img03.platesmania.com/210824/m/17387010.jpg', 'https://img03.platesmania.com/210824/inf/17387010f61efa.png']",01 C 929 BA,Chevrolet Nexia,"['1st gen, 2008–2016', 'Tashkent']"
1407,"['https://img03.platesmania.com/210824/m/17386978.jpg', 'https://img03.platesmania.com/210824/inf/1738697852a23b.png']",50 Z 880 AA,Chevrolet Lacetti,['Tashkent']
1408,"['https://img03.platesmania.com/210824/m/17386916.jpg', 'https://img03.platesmania.com/210824/inf/17386916395b09.png']",10 K 013 WA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Tashkent']"
1409,"['https://img03.platesmania.com/210824/m/17386902.jpg', 'https://img03.platesmania.com/210824/inf/173869028d62f1.png']",10 O 770 AA,Chevrolet Nexia,"['2nd gen (T250), 2016–', 'Tashkent region']"
1410,"['https://img03.platesmania.com/210824/m/17386894.jpg', 'https://img03.platesmania.com/210824/inf/1738689426e645.png']",10 N 037 WA,Chevrolet Malibu,"['5th gen, 2011–2016', 'Tashkent region']"
1411,"['https://img03.platesmania.com/210824/m/17386881.jpg', 'https://img03.platesmania.com/210824/inf/1738688133def2.png']",70 A 259 SA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Tashkent region']"
1412,"['https://img03.platesmania.com/210822/m/17371801.jpg', 'https://img03.platesmania.com/210822/inf/17371801dc966f.png']",10 C 616 GA,Opel Vectra,['Tashkent region']
1413,"['https://img03.platesmania.com/210819/m/17349657.jpg', 'https://img03.platesmania.com/210819/inf/17349657ff92ae.png']",10 A 021 HA,GAZ 21 Волга,['Tashkent']
1414,"['https://img03.platesmania.com/210819/m/17349639.jpg', 'https://img03.platesmania.com/210819/inf/173496394bbbfd.png']",01 L 927 WA,KIA Optima,"['3rd gen (TF), 2010–2016', 'Tashkent region Первый KIA Optima в галерее Узбекистана ']"
1415,"['https://img03.platesmania.com/210819/m/17349599.jpg', 'https://img03.platesmania.com/210819/inf/17349599a6c97d.png']",10 H 999 RA,Chevrolet Spark,"['3rd gen (M300), 2009–2017 (–present for CIS-market)', 'Tashkent']"
1416,"['https://img03.platesmania.com/210819/m/17349563.jpg', 'https://img03.platesmania.com/210819/inf/17349563162909.png']",10 O 088 UA,Chevrolet Bolt,"['1st gen, 2016-2021', 'Tashkent region']"
1417,"['https://img03.platesmania.com/210819/m/17349553.jpg', 'https://img03.platesmania.com/210819/inf/173495531475b3.png']",01 F 999 JB,Mercedes-Benz S-Klasse,"['7th gen (V221/W221), 2005–2013', 'Maybach Tashkent region']"
1418,"['https://img03.platesmania.com/210819/m/17349520.jpg', 'https://img03.platesmania.com/210819/inf/17349520ee3943.png']",10 D 777 AA,Chevrolet Lacetti,['Tashkent region']
1419,"['https://img03.platesmania.com/210818/m/17345331.jpg', 'https://img03.platesmania.com/210818/inf/173453319c718a.png']",01 F 070 RA,Hyundai Sonata,['Tashkent region']
1420,"['https://img03.platesmania.com/210818/m/17345308.jpg', 'https://img03.platesmania.com/210818/inf/17345308a86eab.png']",10 Z 500 RA,Hyundai Sonata,['Tashkent region']
1421,"['https://img03.platesmania.com/210818/m/17341816.jpg', 'https://img03.platesmania.com/210818/inf/173418161f2d62.png']",01 N 006 AA,Chevrolet Lacetti,['Tashkent']
1422,"['https://img03.platesmania.com/210818/m/17341809.jpg', 'https://img03.platesmania.com/210818/inf/17341809f7d168.png']",01 J 496 PA,Toyota Camry,['Tashkent']
1423,"['https://img03.platesmania.com/210815/m/17320470.jpg', 'https://img03.platesmania.com/210815/inf/173204705a4c19.png']",10 V 002 SA,Chevrolet Lacetti,['Tashkent']
1424,"['https://img03.platesmania.com/210814/m/17314297.jpg', 'https://img03.platesmania.com/210814/inf/17314297ae0487.png']",01 M 002 EA,Chevrolet Malibu,"['6th gen, 2016–', 'Tashkent']"
